dataset_id,resolved,native_or_converted,main_branch_extensions
YANS-official/ogiri-bokete,True,auto_converted,.gitattributes;.jpg;.jsonl;.md
sujet-ai/Sujet-Financial-RAG-EN-Dataset,True,native,.gitattributes;.md;.parquet
SilentAntagonist/vintage-photography-450k-high-quality-captions,True,native,.gitattributes;.md;.parquet
allenai/achieve-the-core,True,auto_converted,.gitattributes;.json;.jsonl;.md
shi-labs/Agriculture-Vision,True,auto_converted,.gitattributes;.gz
meta-llama/Llama-3.1-70B-Instruct-evals,True,auto_converted,.gitattributes;.gzip;.md
internlm/Lean-Github,True,native,.gitattributes;.md;.parquet
cfahlgren1/hub-stats,True,native,.gitattributes;.md;.parquet
nilc-nlp/CORAA-MUPE-ASR,True,native,.gitattributes;.md;.parquet
nreimers/wikipedia_0715_clean_cohere_embed-english-v3.0,True,native,.gitattributes;.parquet
TeoGchx/HumanML3D,True,native,.gitattributes;.md;.parquet
LiXiang12/github-code-fontend-lang,True,auto_converted,.gitattributes;.jsonl;.md;.zip
Pablinho/movies-dataset,True,auto_converted,.csv;.gitattributes;.md
Mechanistic-Anomaly-Detection/gemma2-jailbreaks,True,native,.gitattributes;.md;.parquet
DanJoshua/RWF-2000,True,auto_converted,.gitattributes;.gz;.md
Chennzi/hydraulic_QA_sft,True,native,.gitattributes;.md;.parquet
mesolitica/fineweb-filter-malaysian-context,True,native,.gitattributes;.md;.parquet
dvgodoy/yoda_sentences,True,auto_converted,.csv;.gitattributes;.md
IntelLabs/Intel_Robotic_Welding_Multimodal_Dataset,True,auto_converted,.gitattributes;.gz;.md
jasongzy/Mixamo,True,auto_converted,.fbx;.gitattributes;.gitignore;.gitmodules;.js;.json;.md;.py;.txt;.vrm;.zip
auniquesun/AirBirds,True,auto_converted,.gitattributes;.md;.zip
viks66/SPIRE_EMA_CORPUS,True,auto_converted,.gitattributes;.md;.zip
jiawennnn/STimage-1K4M,True,auto_converted,.csv;.gitattributes;.md;.png;.txt
chen-yingfa/CHUBS,True,auto_converted,.gitattributes;.json;.md;.zip
zai-org/LongWriter-6k,True,auto_converted,.gitattributes;.jsonl;.md
nisten/all-human-diseases,True,auto_converted,.csv;.gitattributes;.md
NousResearch/hermes-function-calling-v1,True,auto_converted,.gitattributes;.json;.md
shayekh/bengali-exams-public,True,auto_converted,.csv;.gitattributes;.jpg;.json;.md;.zip
youssefkhalil320/ShoppingAutoRegresiveDataFull,True,native,.gitattributes;.md;.parquet
THUIR/AEOLLM,True,auto_converted,.csv;.ds_store;.gitattributes;.json;.md
edinburgh-dawg/mmlu-redux-2.0,True,auto_converted,.arrow;.gitattributes;.json;.md
tom-gibbs/multi-turn_jailbreak_attack_datasets,True,auto_converted,.csv;.gitattributes;.md
multimolecule/rnacentral.1024,True,native,.gitattributes;.md;.parquet
manifoldlabs/Infinity-Instruct,True,native,.gitattributes;.md;.parquet;.png
Bisher/ASVspoof_2021_DF,True,auto_converted,.gitattributes;.md;.zip
trl-lib/chatbot_arena_completions,True,native,.gitattributes;.md;.parquet
wasmdashai/db-arabic-f1-nn,True,native,.gitattributes;.md;.parquet
jeffmeloy/sonnet3.5_science_conversations,True,auto_converted,.gitattributes;.jsonl;.md
youjunhyeok/Magpie-Qwen2-Pro-200K-English-ko,True,native,.gitattributes;.md;.parquet
ergotts/propositional-logic,True,auto_converted,.gitattributes;.json;.md
ChaoticNeutrals/Cybersecurity-ShareGPT,True,auto_converted,.gitattributes;.jsonl;.md
RichardErkhov/VGGFace2-HQ,True,auto_converted,.gitattributes;.md;.tar;.z01;.z02;.z03;.z04;.zip
fjcanyue/wikipedia-zh-cn,True,auto_converted,.gitattributes;.json;.md
Salesforce/blip3-grounding-50m,True,native,.gitattributes;.md;.parquet;.png
ytu-ce-cosmos/turkce-kitap,True,auto_converted,.gitattributes;.json;.md;.png
NhutP/VietSpeech,True,native,.gitattributes;.md;.parquet
JeffreyChou/MM-AU,True,auto_converted,.bin;.gitattributes;.gz;.json;.md;.part_aa;.part_ab;.part_ac;.part_ad;.part_ae;.part_af;.part_ag;.part_ah;.part_ai;.part_aj;.part_ak;.part_al;.part_am;.part_an;.part_ao;.part_ap;.part_aq;.part_ar;.part_as;.part_at;.part_au;.part_av;.part_aw;.part_ax;.part_ay;.part_az;.part_ba;.part_bb;.part_bc;.part_bd;.part_be;.part_bf;.part_bg;.part_bh;.part_bi;.part_bj;.part_bk;.part_bl;.part_bm;.part_bn;.part_bo;.part_bp;.part_bq;.part_br;.part_bs;.part_bt;.part_bu;.part_bv;.part_bw;.part_bx;.part_by;.part_bz;.part_ca;.part_cb;.part_cc;.part_cd;.part_ce;.part_cf;.pth;.txt;.xls;.xlsx;.zip
SimpleStories/SimpleStories,True,native,.gitattributes;.md;.parquet
audreyeleven/MentalManip,True,auto_converted,.csv;.gitattributes;.md
muhammetakkurt/mevzuat-gov-dataset,True,auto_converted,.gitattributes;.json;.md
ParsiAI/FarsInstruct,True,native,.gitattributes;.jpeg;.jpg;.md;.parquet;.pdf
it-just-works/vast27m_annotations,True,native,.gitattributes;.md;.parquet
common-pile/caselaw_access_project,True,auto_converted,.gitattributes;.gz;.md
InternScience/ChartX,True,auto_converted,.gitattributes;.json;.md;.zip
autonomousvision/PDM_Lite_Carla_LB2,True,auto_converted,.gitattributes;.md;.zip
BAAI/IndustryCorpus2_finance_economics,True,native,.gitattributes;.parquet
farabi-lab/kazakh-stt,True,native,.gitattributes;.md;.parquet
5CD-AI/Viet-ShareGPT-4o-Text-VQA,True,native,.gitattributes;.md;.parquet
toloka/beemo,True,native,.gif;.gitattributes;.jpg;.md;.parquet
SEU-WYL/GSO-SAD,True,auto_converted,.gitattributes;.json;.md;.mtl;.obj;.ply;.png;.txt
BAAI/CCI3-HQ,True,auto_converted,.gitattributes;.jsonl;.md;.pdf;.png;.py
trl-lib/Capybara,True,native,.gitattributes;.md;.parquet
Lichess/chess-puzzles,True,native,.gitattributes;.md;.parquet
wikimedia/structured-wikipedia,True,native,.gitattributes;.json;.md;.parquet;.png;.zip
projectaria/Nymeria,True,auto_converted,.csv;.ds_store;.gif;.gitattributes;.json;.md;.py;.yml
saeed-5959/celebv_hq_head_talking,True,auto_converted,.gitattributes;.md;.mp4
ordaktaktak/Persian-OCR-230k,True,auto_converted,.csv;.gitattributes;.md;.py;.zip
mllmTeam/MobileViews,True,native,.csv;.gitattributes;.md;.parquet;.py;.sha256;.zip
yhshin1020/coco-img-caption-pairs,True,native,.gitattributes;.md;.parquet
VTSNLP/vietnamese_curated_dataset,True,native,.gitattributes;.md;.parquet
SilvioGiancola/TrackingNet,True,auto_converted,.gitattributes;.md;.txt;.zip
Spawning/PD12M,True,native,.gitattributes;.jpg;.md;.npy;.parquet;.pdf
ARTPARK-IISc/Vaani,True,native,.gitattributes;.md;.parquet
caizhongang/HuMMan,True,auto_converted,.7z;.gitattributes;.md;.zip
agentlans/high-quality-english-sentences,True,auto_converted,.gitattributes;.gz;.md
SylvanL/Traditional-Chinese-Medicine-Dataset-SFT,True,auto_converted,.gitattributes;.json;.md
skit-ai/skit-s2i,True,native,.csv;.gitattributes;.md;.parquet
datatab/serbian-llm-benchmark,True,native,.gitattributes;.md;.parquet
LLM360/TxT360,True,auto_converted,.gitattributes;.gz;.jsonl;.md;.png
flozi00/asr-german-mixed-evals,True,native,.gitattributes;.md;.parquet
unicamp-dl/PublicHearingBR,True,auto_converted,.gitattributes;.jsonl;.md;.py
LeData/jazz-music-archives,True,auto_converted,.csv;.gitattributes;.md
OpenGVLab/VideoMAEv2-TAL-Features,True,auto_converted,.gitattributes;.gz
ngwgsang/ViSP,True,auto_converted,.csv;.gitattributes;.md;.png;.zip
TrustAIRLab/in-the-wild-jailbreak-prompts,True,native,.gitattributes;.md;.parquet
Solaris99/AgentBank,True,native,.gitattributes;.md;.parquet
Skywork/Skywork-Reward-Preference-80K-v0.2,True,native,.gitattributes;.md;.parquet
fwnlp/self-instruct-safety-alignment,True,auto_converted,.gitattributes;.jsonl;.md
Pendrokar/open_tts_tracker,True,auto_converted,.csv;.gitattributes;.md;.tsv
neulab/MultiUI,True,auto_converted,.gitattributes;.json;.md;.tar_part_00;.tar_part_01;.tar_part_02;.tar_part_03;.tar_part_04;.tar_part_05;.tar_part_06;.tar_part_07;.tar_part_08;.tar_part_09;.tar_part_10;.tar_part_11
xchuan/text2image-fupo,True,native,.gitattributes;.md;.parquet
sapientinc/sudoku-extreme,True,auto_converted,.csv;.gitattributes;.md
argilla-warehouse/proofread-assistant,True,native,.gitattributes;.log;.md;.parquet;.py;.yaml
le-leadboard/IFEval-fr,True,native,.gitattributes;.md;.parquet
facebook/Multi-IF,True,auto_converted,.csv;.gitattributes;.md
openfoodfacts/product-database,True,native,.gitattributes;.md;.parquet
TeaPearce/CounterStrike_Deathmatch,True,auto_converted,.gitattributes;.md;.tar;.zip
rica40325/nsfw_free_dialogue,True,native,.gitattributes;.md;.parquet
osunlp/ScienceAgentBench,True,native,.csv;.gitattributes;.md;.parquet
simondavidpalmer/AEC-VA-details-spec-dataset,True,native,.gitattributes;.json;.md;.parquet
tokyotech-llm/lmsys-chat-1m-synth,True,auto_converted,.1_community_license_agreement;.gitattributes;.gpg;.gz;.jsonl;.md;.py;.sh;.txt
Fanqi-Lin/Processed-Task-Dataset,True,auto_converted,.gitattributes;.md;.txt;.zip
sarahwei/Taiwanese-Minnan-Sutiau,True,native,.gitattributes;.md;.parquet
ethanbradley/synfintabs,True,native,.gitattributes;.md;.parquet
MissTiny/WikiArt,True,native,.gitattributes;.md;.parquet
fawazahmed0/hadith-data,True,native,.gitattributes;.md;.parquet
picollect/danbooru_1024,True,auto_converted,.gitattributes;.json;.md;.tar
Exqrch/IndoDiscourse,True,auto_converted,.csv;.gitattributes;.ipynb;.jsonl;.md
Joschka/big_bench_hard,True,native,.gitattributes;.gitignore;.md;.parquet
Tamazight/Countries_en_zgh,True,auto_converted,.gitattributes;.md;.tsv
mit-han-lab/svdquant-datasets,True,auto_converted,.gitattributes;.gz;.md;.yaml;.zip
re-mind/NSFW-descriptions,True,native,.gitattributes;.md;.parquet
amaye15/NSFW-descriptions,True,native,.gitattributes;.md;.parquet
OleehyO/latex-formulas-80M,True,native,.gitattributes;.md;.parquet
joshuasiagian/indosum,True,auto_converted,.gitattributes;.jsonl;.md
allenai/tulu-3-sft-mixture,True,native,.gitattributes;.md;.parquet
OpenCoder-LLM/opc-sft-stage1,True,native,.gitattributes;.md;.parquet
polymathic-ai/active_matter,True,auto_converted,.gif;.gitattributes;.hdf5;.ipynb;.md;.yaml
ai4bharat/NPTEL,True,native,.gitattributes;.md;.parquet
OpenCoder-LLM/opc-fineweb-code-corpus,True,native,.gitattributes;.md;.parquet
hal-utokyo/Manga109-s,True,auto_converted,.gitattributes;.md;.zip
hal-utokyo/Manga109,True,auto_converted,.gitattributes;.md;.zip
OS-Copilot/OS-Atlas-data,True,auto_converted,.gitattributes;.json;.md;.zip
UBC-NLP/Casablanca,True,native,.gitattributes;.md;.parquet
d4rk3r/resumes-raw-pdf,True,auto_converted,.gitattributes;.md;.pdf
CASIA-LM/ChineseWebText2.0,True,auto_converted,.gitattributes;.gitkeep;.gz;.jsonl;.md;.pdf;.png
XavierJiezou/cloudseg-datasets,True,auto_converted,.gitattributes;.md;.zip
openfoodfacts/open-prices,True,native,.gitattributes;.md;.parquet
ScalingIntelligence/KernelBench,True,native,.gitattributes;.md;.parquet
wasmdashai/DataSet_mshall79,True,native,.gitattributes;.md;.parquet
neurograce/SubstationDataset,True,auto_converted,.csv;.gitattributes;.gz;.json;.md;.pth;.z01;.z02;.zip
mib-bench/ioi,True,auto_converted,.gitattributes;.json;.md
allenai/llama-3.1-tulu-3-8b-preference-mixture,True,native,.gitattributes;.md;.parquet;.txt
O1-OPEN/OpenO1-SFT,True,auto_converted,.gitattributes;.jsonl;.md
BestWishYsh/ConsisID-preview-Data,True,auto_converted,.csv;.gitattributes;.json;.md;.partaa;.partab;.partac;.tar
mrcuddle/NSFW-Stories-JsonL,True,auto_converted,.gitattributes;.jsonl;.md
Eka-Korn/power_line_lidar_data,True,native,.csv;.gitattributes;.md;.parquet
TigerResearch/MedCT,True,auto_converted,.gitattributes;.json;.md
ByteDance/FullStackBench,True,native,.gitattributes;.md;.parquet
DeepPavlov/clinc150_ru,True,native,.gitattributes;.md;.parquet
THUMedInfo/RareArena,True,auto_converted,.gitattributes;.json;.md
aialliance/GEOBench-VLM,True,native,.gitattributes;.jpg;.md;.parquet;.png;.py;.zip
Rapidata/human-alignment-preferences-images,True,native,.csv;.gitattributes;.json;.md;.parquet;.zip
toloka/mu-math,True,native,.gitattributes;.md;.parquet
amphora/QwQ-LongCoT-130K,True,native,.gitattributes;.md;.parquet
SWE-Gym/SWE-Gym,True,native,.gitattributes;.md;.parquet
KlingTeam/SynCamVideo-Dataset,True,auto_converted,.gitattributes;.gz;.md;.py
AxonData/Selfie_and_Official_ID_Photo_Dataset,True,auto_converted,.csv;.ds_store;.gitattributes;.jpeg;.jpg;.json;.md
arth-shukla/MS-HAB-TidyHouse,True,auto_converted,.gitattributes;.h5;.json;.md
Murtazali/bible-dargwa-russian,True,native,.gitattributes;.gitignore;.md;.parquet
YuhongZhang/Motion-Xplusplus,True,auto_converted,.gif;.gitattributes;.md;.txt;.zip
ArtificialAnalysis/big_bench_audio,True,auto_converted,.gitattributes;.jsonl;.md;.mp3
rfcx/frugalai,True,native,.gitattributes;.md;.parquet
lizb6626/Arb-Objaverse,True,auto_converted,.gitattributes;.md;.png;.py;.zip
AlgorithmicResearchGroup/s2orc_full,True,native,.gitattributes;.md;.parquet
neis-lab/mmcows,True,auto_converted,.aa;.ab;.gitattributes;.md;.mp4;.txt;.zip
zai-org/LongBench-v2,True,auto_converted,.gitattributes;.json;.md
nycu-ai113-dl-final-project/TurtleBench-extended-en,True,auto_converted,.gitattributes;.json;.md
FBK-MT/mGeNTE,True,auto_converted,.gitattributes;.md;.tsv
agibot-world/AgiBotWorld-Alpha,True,auto_converted,.gitattributes;.json;.md;.py;.tar
ministere-culture/comparia-conversations,True,native,.gitattributes;.jsonl;.md;.parquet;.tsv
adyen/DABstep,True,auto_converted,.csv;.gitattributes;.gitignore;.json;.jsonl;.md
MapEval/MapEval-API,True,auto_converted,.gitattributes;.json;.md
lemonilia/Elliquiy-Role-Playing-Forums_2023-04,True,native,.gitattributes;.md;.parquet
opendiffusionai/pexels-woman-solo,True,auto_converted,.gitattributes;.jsonl;.md
farbodbij/iranian-surname-frequencies,True,auto_converted,.csv;.gitattributes;.md
mmoayeri/wikiart-artsavant,True,native,.gitattributes;.md;.parquet
DAMO-NLP-SG/multimodal_textbook,True,auto_converted,.gitattributes;.ipynb;.json;.md;.part_00;.part_01;.part_02;.part_03;.part_04;.part_05;.part_06;.part_07;.part_08;.part_09;.part_10;.part_11;.part_12;.part_13;.part_14;.part_15;.part_16;.part_17;.part_18;.part_19;.png;.zip
ccvl/3DSRBench,True,native,.csv;.gitattributes;.md;.parquet;.py;.tsv;.zip
fal/cosmos-openvid-1m,True,native,.gitattributes;.json;.md;.parquet
trojblue/danbooru2025-metadata,True,native,.gitattributes;.md;.parquet;.png
chinoll/Danbooru2024-Webp-4MPixel-NL,True,auto_converted,.gitattributes;.gz;.md
hitsmy/PRMBench_Preview,True,auto_converted,.gitattributes;.jsonl;.md
nonchev/TCGA_virtual_spatial_transcriptomics,True,auto_converted,.csv;.gitattributes;.gz;.jpg;.md;.png
yiyic/culturaX_esp,True,native,.gitattributes;.md;.parquet
internlm/SWE-Fixer-Train-110K,True,auto_converted,.gitattributes;.jsonl;.md
nvidia/Aegis-AI-Content-Safety-Dataset-2.0,True,auto_converted,.gitattributes;.json;.md
RobotsMali/bam-asr-early,True,auto_converted,.arrow;.gitattributes;.json;.md
ELTE-DH/HunSimpleNews,True,auto_converted,.bib;.gitattributes;.jsonl;.md
Benjy/typed_digital_signatures,True,auto_converted,.gitattributes;.md;.png
lmarena-ai/VisionArena-Chat,True,native,.gitattributes;.md;.parquet;.png
lesserfield/indo-informal,True,auto_converted,.gitattributes;.json;.md
issai/Multilingual_Speech_Dataset,True,auto_converted,.gitattributes;.gz;.md
aplycaebous/BnSentMix,True,auto_converted,.csv;.gitattributes;.md
microsoft/NOTSOFAR,True,auto_converted,.gitattributes;.json;.md;.pt;.tar;.txt;.wav;.yaml
Rapidata/sora-video-generation-style-likert-scoring,True,native,.gitattributes;.md;.mp4;.parquet
atlasia/DODa-audio-dataset,True,native,.gitattributes;.md;.parquet
fleaven/Retargeted_AMASS_for_robotics,True,auto_converted,.bib;.gitattributes;.md;.npy;.py;.txt
dwb2023/hetionet-nodes,True,auto_converted,.gitattributes;.md;.tsv
rogue-security/prompt-injections-benchmark,True,native,.csv;.gitattributes;.md;.parquet
thesofakillers/jigsaw-toxic-comment-classification-challenge,True,auto_converted,.csv;.gitattributes;.md
llm-jp/AnswerCarefully,True,native,.gitattributes;.md;.parquet
facebook/natural_reasoning,True,auto_converted,.gitattributes;.jsonl;.md;.pdf
CGIAR/gardian-cigi-ai-documents,True,native,.gitattributes;.json;.md;.parquet
YongchengYAO/SKI10,True,auto_converted,.gitattributes;.md;.zip
VISAI-AI/nitibench,True,native,.gitattributes;.md;.parquet;.png
PrimeIntellect/stackexchange-question-answering,True,native,.gitattributes;.md;.parquet
GAIR/LIMO,True,auto_converted,.gitattributes;.jsonl;.md
dafbgd/UHRIM,True,auto_converted,.gitattributes;.md;.zip
eshangj/stackoverflow_q_and_a_sample,True,native,.gitattributes;.md;.parquet
Anthropic/EconomicIndex,True,auto_converted,.csv;.gitattributes;.gitignore;.ipynb;.json;.md;.pdf;.png;.py;.tsv;.txt;.xlsx
Voxel51/gaussian_splatting,True,auto_converted,.gitattributes;.jpg;.md;.ply
TsinghuaC3I/MedXpertQA,True,auto_converted,.gitattributes;.jsonl;.md;.zip
Lymann/EgoExo-Fitness,True,auto_converted,.aa;.ab;.ac;.ad;.ae;.af;.ag;.ah;.ai;.aj;.ak;.al;.am;.an;.ao;.ap;.aq;.ar;.as;.at;.au;.gitattributes;.json;.md;.png
agibot-world/AgiBotWorld-Beta,True,auto_converted,.gitattributes;.json;.md;.tar
lmms-lab/charades_sta,True,native,.gitattributes;.md;.parquet;.zip
hanky2397/schematic_images,True,auto_converted,.gitattributes;.md;.txt;.zip
OpenGVLab/Mono-InternVL-2B-Synthetic-Data,True,auto_converted,.gitattributes;.gz;.md
HistoryLab/foiarchive,True,auto_converted,.gitattributes;.gz;.md
Teravee/1000_english-grammar-dataset,True,native,.gitattributes;.md;.parquet
HKUSTAudio/Audio-FLAN-Dataset,True,auto_converted,.gitattributes;.gitkeep;.gz;.jsonl;.md;.py;.scp
hotchpotch/fineweb-2-edu-japanese,True,native,.gitattributes;.jpg;.md;.parquet;.png
aadarsh99/kyvo-datasets-and-codebooks,True,auto_converted,.ckpt;.gitattributes;.json;.md;.npy;.png;.pt;.yaml
nuriachandra/Deepfake-Eval-2024,True,auto_converted,.csv;.dat;.ds_store;.gitattributes;.jpeg;.jpg;.m4a;.md;.mp3;.mp4;.png;.wav;.webm;.webp
kitofrank/RFUAV,True,auto_converted,.gif;.gitattributes;.jpg;.md;.png;.pth;.rar;.yaml
InternScience/SurveyBench,True,auto_converted,.gitattributes;.json;.md;.py;.txt
lmms-lab/EgoLife,True,auto_converted,.ds_store;.gitattributes;.json;.md;.mp3;.mp4;.nfs0000000102a0cad000000de0;.srt
glaiveai/reasoning-v1-20m,True,native,.gitattributes;.md;.parquet
ttgeng233/LongVALE,True,native,.bin;.gitattributes;.gz;.json;.md;.parquet;.pt;.zip
KodCode/KodCode-V1,True,native,.gitattributes;.md;.parquet
LAMDA-NeSy/ChinaTravel,True,auto_converted,.csv;.gitattributes;.md
FRENKIE-CHIANG/DanmakuTPP,True,auto_converted,.gitattributes;.md;.txt;.zip
forecastingresearch/forecastbench-datasets,True,auto_converted,.csv;.gitattributes;.html;.json;.md
EPFL-ECEO/coralscapes,True,native,.gitattributes;.json;.md;.parquet;.pdf;.png
yaak-ai/L2D,True,native,.gitattributes;.json;.md;.mp4;.parquet;.yaml
ai4bharat/Svarah,True,native,.gitattributes;.md;.parquet
warmestman/common-voice-20-mn-normalized,True,native,.gitattributes;.md;.parquet
thinklis/DongbaMIE,True,auto_converted,.gitattributes;.json;.md;.zip
InternScience/SurveyForge_database,True,auto_converted,.bin;.gitattributes;.json;.zip
flagrantia/character_select_stand_alone_app,True,auto_converted,.csv;.gitattributes;.json;.md;.txt;.zip
avery00/MomentSeeker,True,auto_converted,.gitattributes;.gz;.json;.md;.part_aa;.part_ab;.part_ac
praiselab-picuslab/MMMED,True,auto_converted,.csv;.gitattributes;.md
SicariusSicariiStuff/Synth_Usernames,True,auto_converted,.gitattributes;.md;.png;.txt
inclusionAI/Ling-Coder-SFT,True,native,.gitattributes;.md;.parquet
matdmiller/finemath-4plus,True,native,.gitattributes;.md;.parquet
a-m-team/AM-DeepSeek-R1-Distilled-1.4M,True,auto_converted,.gitattributes;.jpeg;.jsonl;.md;.zst
ai4bharat/IndicCorpV2,True,auto_converted,.gitattributes;.md;.txt
BAAI/ChildMandarin,True,auto_converted,.gitattributes;.md;.tar;.xlsx
tahoebio/Tahoe-100M,True,native,.gitattributes;.ipynb;.json;.jsonl;.md;.parquet;.png
hyfather/system-logs,True,auto_converted,.gitattributes;.jsonl;.md;.py
yifengzhu-hf/LIBERO-datasets,True,auto_converted,.gitattributes;.hdf5;.md
mssqpi/Arabic-OCR-Dataset,True,native,.gitattributes;.md;.parquet
nvidia/HelpSteer3,True,auto_converted,.gitattributes;.gz;.md
nvidia/Llama-Nemotron-Post-Training-Dataset,True,auto_converted,.gitattributes;.jsonl;.md
nvidia/PhysicalAI-SimReady-Warehouse-01,True,auto_converted,.csv;.gitattributes;.hdr;.jpg;.md;.mdl;.png;.usd;.usda
mli-lab/PMoC3D,True,auto_converted,.gitattributes;.h5;.md;.pt
Janak12/FlintstonesSV_Plus_Plus,True,native,.gitattributes;.jpg;.md;.parquet;.png
ekacare/NidaanKosha-100k-V1.0,True,native,.gitattributes;.md;.parquet
smpchallenge/SMP-Video,True,auto_converted,.gitattributes;.jsonl;.md;.txt
ministere-culture/comparia-conversations_raw,True,native,.gitattributes;.jsonl;.md;.parquet;.tsv
cadene/droid_1.0.1,True,native,.gitattributes;.json;.jsonl;.md;.mp4;.parquet
HuggingFaceTB/stack-edu,True,native,.gitattributes;.md;.parquet
radubeche/claravid,True,auto_converted,.001;.002;.003;.004;.005;.006;.007;.008;.009;.010;.011;.012;.013;.014;.015;.016;.017;.018;.019;.020;.021;.022;.gitattributes;.md
agents-course/unit3-invitees,True,native,.gitattributes;.md;.parquet
AzharAli05/Resume-Screening-Dataset,True,auto_converted,.csv;.gitattributes;.md
dz-osamu/IU-Xray,True,auto_converted,.gitattributes;.jsonl;.zip
nvidia/miracl-vision,True,native,.gitattributes;.md;.parquet;.py
